tissue,frequency,conductivity,permittivity,loss-tangent,penetration-depth
Fat,4.2500e+10, 2.3012e+0, 3.3597e+0, 2.8969e-1, 4.2718e-3
Fat,4.2600e+10, 2.3047e+0, 3.3580e+0, 2.8960e-1, 4.2642e-3
Fat,4.2700e+10, 2.3082e+0, 3.3563e+0, 2.8951e-1, 4.2567e-3
Fat,4.2800e+10, 2.3116e+0, 3.3546e+0, 2.8941e-1, 4.2491e-3
Fat,4.2900e+10, 2.3151e+0, 3.3529e+0, 2.8932e-1, 4.2417e-3
Fat,4.3000e+10, 2.3186e+0, 3.3512e+0, 2.8922e-1, 4.2342e-3
Fat,4.3100e+10, 2.3220e+0, 3.3495e+0, 2.8913e-1, 4.2269e-3
Fat,4.3200e+10, 2.3254e+0, 3.3478e+0, 2.8903e-1, 4.2195e-3
Fat,4.3300e+10, 2.3289e+0, 3.3461e+0, 2.8894e-1, 4.2122e-3
Fat,4.3400e+10, 2.3323e+0, 3.3444e+0, 2.8884e-1, 4.2049e-3
Fat,4.3500e+10, 2.3357e+0, 3.3428e+0, 2.8874e-1, 4.1977e-3
Fat,4.3600e+10, 2.3392e+0, 3.3411e+0, 2.8864e-1, 4.1905e-3
Fat,4.3700e+10, 2.3426e+0, 3.3395e+0, 2.8855e-1, 4.1833e-3
Fat,4.3800e+10, 2.3460e+0, 3.3378e+0, 2.8845e-1, 4.1762e-3
Fat,4.3900e+10, 2.3493e+0, 3.3362e+0, 2.8835e-1, 4.1691e-3
Fat,4.4000e+10, 2.3527e+0, 3.3345e+0, 2.8825e-1, 4.1621e-3
Fat,4.4100e+10, 2.3561e+0, 3.3329e+0, 2.8815e-1, 4.1551e-3
Fat,4.4200e+10, 2.3595e+0, 3.3313e+0, 2.8805e-1, 4.1481e-3
Fat,4.4300e+10, 2.3628e+0, 3.3296e+0, 2.8795e-1, 4.1412e-3
Fat,4.4400e+10, 2.3662e+0, 3.3280e+0, 2.8785e-1, 4.1342e-3
Fat,4.4500e+10, 2.3695e+0, 3.3264e+0, 2.8775e-1, 4.1274e-3
Fat,4.4600e+10, 2.3729e+0, 3.3248e+0, 2.8764e-1, 4.1205e-3
Fat,4.4700e+10, 2.3762e+0, 3.3232e+0, 2.8754e-1, 4.1138e-3
Fat,4.4800e+10, 2.3795e+0, 3.3216e+0, 2.8744e-1, 4.1070e-3
Fat,4.4900e+10, 2.3829e+0, 3.3200e+0, 2.8734e-1, 4.1003e-3
Fat,4.5000e+10, 2.3862e+0, 3.3185e+0, 2.8723e-1, 4.0936e-3
Fat,4.5100e+10, 2.3895e+0, 3.3169e+0, 2.8713e-1, 4.0869e-3
Fat,4.5200e+10, 2.3928e+0, 3.3153e+0, 2.8703e-1, 4.0803e-3
Fat,4.5300e+10, 2.3961e+0, 3.3138e+0, 2.8692e-1, 4.0737e-3
Fat,4.5400e+10, 2.3994e+0, 3.3122e+0, 2.8682e-1, 4.0671e-3
Fat,4.5500e+10, 2.4026e+0, 3.3106e+0, 2.8671e-1, 4.0606e-3
Fat,4.5600e+10, 2.4059e+0, 3.3091e+0, 2.8661e-1, 4.0541e-3
Fat,4.5700e+10, 2.4092e+0, 3.3076e+0, 2.8650e-1, 4.0476e-3
Fat,4.5800e+10, 2.4124e+0, 3.3060e+0, 2.8639e-1, 4.0412e-3
Fat,4.5900e+10, 2.4157e+0, 3.3045e+0, 2.8629e-1, 4.0348e-3
Fat,4.6000e+10, 2.4189e+0, 3.3030e+0, 2.8618e-1, 4.0284e-3
Fat,4.6100e+10, 2.4222e+0, 3.3014e+0, 2.8607e-1, 4.0221e-3
Fat,4.6200e+10, 2.4254e+0, 3.2999e+0, 2.8597e-1, 4.0158e-3
Fat,4.6300e+10, 2.4286e+0, 3.2984e+0, 2.8586e-1, 4.0095e-3
Fat,4.6400e+10, 2.4318e+0, 3.2969e+0, 2.8575e-1, 4.0033e-3
Fat,4.6500e+10, 2.4350e+0, 3.2954e+0, 2.8564e-1, 3.9970e-3
Fat,4.6600e+10, 2.4382e+0, 3.2939e+0, 2.8553e-1, 3.9909e-3
Fat,4.6700e+10, 2.4414e+0, 3.2924e+0, 2.8542e-1, 3.9847e-3
Fat,4.6800e+10, 2.4446e+0, 3.2910e+0, 2.8532e-1, 3.9786e-3
Fat,4.6900e+10, 2.4478e+0, 3.2895e+0, 2.8521e-1, 3.9725e-3
Fat,4.7000e+10, 2.4510e+0, 3.2880e+0, 2.8510e-1, 3.9664e-3
Fat,4.7100e+10, 2.4542e+0, 3.2865e+0, 2.8499e-1, 3.9604e-3
Fat,4.7200e+10, 2.4573e+0, 3.2851e+0, 2.8488e-1, 3.9544e-3
Fat,4.7300e+10, 2.4605e+0, 3.2836e+0, 2.8476e-1, 3.9484e-3
Fat,4.7400e+10, 2.4636e+0, 3.2822e+0, 2.8465e-1, 3.9424e-3
Fat,4.7500e+10, 2.4668e+0, 3.2807e+0, 2.8454e-1, 3.9365e-3
Fat,4.7600e+10, 2.4699e+0, 3.2793e+0, 2.8443e-1, 3.9306e-3
Fat,4.7700e+10, 2.4730e+0, 3.2778e+0, 2.8432e-1, 3.9248e-3
Fat,4.7800e+10, 2.4762e+0, 3.2764e+0, 2.8421e-1, 3.9189e-3
Fat,4.7900e+10, 2.4793e+0, 3.2750e+0, 2.8409e-1, 3.9131e-3
Fat,4.8000e+10, 2.4824e+0, 3.2736e+0, 2.8398e-1, 3.9073e-3
Fat,4.8100e+10, 2.4855e+0, 3.2721e+0, 2.8387e-1, 3.9016e-3
Fat,4.8200e+10, 2.4886e+0, 3.2707e+0, 2.8376e-1, 3.8958e-3
Fat,4.8300e+10, 2.4917e+0, 3.2693e+0, 2.8364e-1, 3.8901e-3
Fat,4.8400e+10, 2.4948e+0, 3.2679e+0, 2.8353e-1, 3.8845e-3
Fat,4.8500e+10, 2.4979e+0, 3.2665e+0, 2.8341e-1, 3.8788e-3
Fat,4.8600e+10, 2.5009e+0, 3.2651e+0, 2.8330e-1, 3.8732e-3
Fat,4.8700e+10, 2.5040e+0, 3.2637e+0, 2.8319e-1, 3.8676e-3
Fat,4.8800e+10, 2.5071e+0, 3.2624e+0, 2.8307e-1, 3.8620e-3
Fat,4.8900e+10, 2.5101e+0, 3.2610e+0, 2.8296e-1, 3.8565e-3
Fat,4.9000e+10, 2.5132e+0, 3.2596e+0, 2.8284e-1, 3.8510e-3
Fat,4.9100e+10, 2.5162e+0, 3.2582e+0, 2.8273e-1, 3.8455e-3
Fat,4.9200e+10, 2.5192e+0, 3.2569e+0, 2.8261e-1, 3.8400e-3
Fat,4.9300e+10, 2.5223e+0, 3.2555e+0, 2.8249e-1, 3.8345e-3
Fat,4.9400e+10, 2.5253e+0, 3.2541e+0, 2.8238e-1, 3.8291e-3
Fat,4.9500e+10, 2.5283e+0, 3.2528e+0, 2.8226e-1, 3.8237e-3
Fat,4.9600e+10, 2.5313e+0, 3.2514e+0, 2.8215e-1, 3.8184e-3
Fat,4.9700e+10, 2.5343e+0, 3.2501e+0, 2.8203e-1, 3.8130e-3
Fat,4.9800e+10, 2.5373e+0, 3.2488e+0, 2.8191e-1, 3.8077e-3
Fat,4.9900e+10, 2.5403e+0, 3.2474e+0, 2.8179e-1, 3.8024e-3
Fat,5.0000e+10, 2.5433e+0, 3.2461e+0, 2.8168e-1, 3.7971e-3
Fat,5.0100e+10, 2.5463e+0, 3.2448e+0, 2.8156e-1, 3.7919e-3
Fat,5.0200e+10, 2.5493e+0, 3.2435e+0, 2.8144e-1, 3.7866e-3
Fat,5.0300e+10, 2.5523e+0, 3.2421e+0, 2.8132e-1, 3.7814e-3
Fat,5.0400e+10, 2.5552e+0, 3.2408e+0, 2.8121e-1, 3.7762e-3
Fat,5.0500e+10, 2.5582e+0, 3.2395e+0, 2.8109e-1, 3.7711e-3
Fat,5.0600e+10, 2.5611e+0, 3.2382e+0, 2.8097e-1, 3.7660e-3
Fat,5.0700e+10, 2.5641e+0, 3.2369e+0, 2.8085e-1, 3.7608e-3
Fat,5.0800e+10, 2.5670e+0, 3.2356e+0, 2.8073e-1, 3.7557e-3
Fat,5.0900e+10, 2.5700e+0, 3.2343e+0, 2.8061e-1, 3.7507e-3
Fat,5.1000e+10, 2.5729e+0, 3.2330e+0, 2.8049e-1, 3.7456e-3
Fat,5.1100e+10, 2.5758e+0, 3.2318e+0, 2.8037e-1, 3.7406e-3
Fat,5.1200e+10, 2.5787e+0, 3.2305e+0, 2.8025e-1, 3.7356e-3
Fat,5.1300e+10, 2.5816e+0, 3.2292e+0, 2.8013e-1, 3.7306e-3
Fat,5.1400e+10, 2.5846e+0, 3.2279e+0, 2.8001e-1, 3.7257e-3
Fat,5.1500e+10, 2.5875e+0, 3.2267e+0, 2.7989e-1, 3.7207e-3
Fat,5.1600e+10, 2.5903e+0, 3.2254e+0, 2.7977e-1, 3.7158e-3
Fat,5.1700e+10, 2.5932e+0, 3.2242e+0, 2.7965e-1, 3.7109e-3
Fat,5.1800e+10, 2.5961e+0, 3.2229e+0, 2.7953e-1, 3.7060e-3
Fat,5.1900e+10, 2.5990e+0, 3.2216e+0, 2.7941e-1, 3.7012e-3
Fat,5.2000e+10, 2.6019e+0, 3.2204e+0, 2.7929e-1, 3.6964e-3
Fat,5.2100e+10, 2.6047e+0, 3.2192e+0, 2.7917e-1, 3.6916e-3
Fat,5.2200e+10, 2.6076e+0, 3.2179e+0, 2.7905e-1, 3.6868e-3
Fat,5.2300e+10, 2.6105e+0, 3.2167e+0, 2.7892e-1, 3.6820e-3
Fat,5.2400e+10, 2.6133e+0, 3.2155e+0, 2.7880e-1, 3.6772e-3
Fat,5.2500e+10, 2.6162e+0, 3.2142e+0, 2.7868e-1, 3.6725e-3
Fat,5.2600e+10, 2.6190e+0, 3.2130e+0, 2.7856e-1, 3.6678e-3
Fat,5.2700e+10, 2.6218e+0, 3.2118e+0, 2.7844e-1, 3.6631e-3
Fat,5.2800e+10, 2.6247e+0, 3.2106e+0, 2.7832e-1, 3.6584e-3
Fat,5.2900e+10, 2.6275e+0, 3.2094e+0, 2.7819e-1, 3.6538e-3
Fat,5.3000e+10, 2.6303e+0, 3.2082e+0, 2.7807e-1, 3.6492e-3
Fat,5.3100e+10, 2.6331e+0, 3.2070e+0, 2.7795e-1, 3.6445e-3
Fat,5.3200e+10, 2.6359e+0, 3.2058e+0, 2.7782e-1, 3.6400e-3
Fat,5.3300e+10, 2.6387e+0, 3.2046e+0, 2.7770e-1, 3.6354e-3
Fat,5.3400e+10, 2.6415e+0, 3.2034e+0, 2.7758e-1, 3.6308e-3
Fat,5.3500e+10, 2.6443e+0, 3.2022e+0, 2.7746e-1, 3.6263e-3
Fat,5.3600e+10, 2.6471e+0, 3.2010e+0, 2.7733e-1, 3.6218e-3
Fat,5.3700e+10, 2.6499e+0, 3.1998e+0, 2.7721e-1, 3.6173e-3
Fat,5.3800e+10, 2.6527e+0, 3.1987e+0, 2.7708e-1, 3.6128e-3
Fat,5.3900e+10, 2.6554e+0, 3.1975e+0, 2.7696e-1, 3.6083e-3
Fat,5.4000e+10, 2.6582e+0, 3.1963e+0, 2.7684e-1, 3.6039e-3
Fat,5.4100e+10, 2.6610e+0, 3.1952e+0, 2.7671e-1, 3.5995e-3
Fat,5.4200e+10, 2.6637e+0, 3.1940e+0, 2.7659e-1, 3.5951e-3
Fat,5.4300e+10, 2.6665e+0, 3.1928e+0, 2.7647e-1, 3.5907e-3
Fat,5.4400e+10, 2.6692e+0, 3.1917e+0, 2.7634e-1, 3.5863e-3
Fat,5.4500e+10, 2.6720e+0, 3.1905e+0, 2.7622e-1, 3.5820e-3
Fat,5.4600e+10, 2.6747e+0, 3.1894e+0, 2.7609e-1, 3.5776e-3
Fat,5.4700e+10, 2.6774e+0, 3.1882e+0, 2.7597e-1, 3.5733e-3
Fat,5.4800e+10, 2.6801e+0, 3.1871e+0, 2.7584e-1, 3.5690e-3
Fat,5.4900e+10, 2.6829e+0, 3.1860e+0, 2.7572e-1, 3.5647e-3
Fat,5.5000e+10, 2.6856e+0, 3.1848e+0, 2.7559e-1, 3.5605e-3
Fat,5.5100e+10, 2.6883e+0, 3.1837e+0, 2.7547e-1, 3.5562e-3
Fat,5.5200e+10, 2.6910e+0, 3.1826e+0, 2.7534e-1, 3.5520e-3
Fat,5.5300e+10, 2.6937e+0, 3.1815e+0, 2.7522e-1, 3.5478e-3
Fat,5.5400e+10, 2.6964e+0, 3.1803e+0, 2.7509e-1, 3.5436e-3
Fat,5.5500e+10, 2.6991e+0, 3.1792e+0, 2.7497e-1, 3.5394e-3
Fat,5.5600e+10, 2.7018e+0, 3.1781e+0, 2.7484e-1, 3.5352e-3
Fat,5.5700e+10, 2.7044e+0, 3.1770e+0, 2.7472e-1, 3.5311e-3
Fat,5.5800e+10, 2.7071e+0, 3.1759e+0, 2.7459e-1, 3.5270e-3
Fat,5.5900e+10, 2.7098e+0, 3.1748e+0, 2.7446e-1, 3.5228e-3
Fat,5.6000e+10, 2.7125e+0, 3.1737e+0, 2.7434e-1, 3.5187e-3
Fat,5.6100e+10, 2.7151e+0, 3.1726e+0, 2.7421e-1, 3.5147e-3
Fat,5.6200e+10, 2.7178e+0, 3.1715e+0, 2.7409e-1, 3.5106e-3
Fat,5.6300e+10, 2.7204e+0, 3.1704e+0, 2.7396e-1, 3.5065e-3
Fat,5.6400e+10, 2.7231e+0, 3.1694e+0, 2.7383e-1, 3.5025e-3
Fat,5.6500e+10, 2.7257e+0, 3.1683e+0, 2.7371e-1, 3.4985e-3
Fat,5.6600e+10, 2.7283e+0, 3.1672e+0, 2.7358e-1, 3.4945e-3
Fat,5.6700e+10, 2.7310e+0, 3.1661e+0, 2.7346e-1, 3.4905e-3
Fat,5.6800e+10, 2.7336e+0, 3.1651e+0, 2.7333e-1, 3.4865e-3
Fat,5.6900e+10, 2.7362e+0, 3.1640e+0, 2.7320e-1, 3.4826e-3
Fat,5.7000e+10, 2.7388e+0, 3.1629e+0, 2.7308e-1, 3.4786e-3
Fat,5.7100e+10, 2.7414e+0, 3.1619e+0, 2.7295e-1, 3.4747e-3
Fat,5.7200e+10, 2.7441e+0, 3.1608e+0, 2.7282e-1, 3.4708e-3
Fat,5.7300e+10, 2.7467e+0, 3.1597e+0, 2.7270e-1, 3.4669e-3
Fat,5.7400e+10, 2.7493e+0, 3.1587e+0, 2.7257e-1, 3.4630e-3
Fat,5.7500e+10, 2.7518e+0, 3.1576e+0, 2.7244e-1, 3.4591e-3
Fat,5.7600e+10, 2.7544e+0, 3.1566e+0, 2.7231e-1, 3.4553e-3
Fat,5.7700e+10, 2.7570e+0, 3.1556e+0, 2.7219e-1, 3.4515e-3
Fat,5.7800e+10, 2.7596e+0, 3.1545e+0, 2.7206e-1, 3.4476e-3
Fat,5.7900e+10, 2.7622e+0, 3.1535e+0, 2.7193e-1, 3.4438e-3
Fat,5.8000e+10, 2.7647e+0, 3.1525e+0, 2.7181e-1, 3.4400e-3
Fat,5.8100e+10, 2.7673e+0, 3.1514e+0, 2.7168e-1, 3.4363e-3
Fat,5.8200e+10, 2.7699e+0, 3.1504e+0, 2.7155e-1, 3.4325e-3
Fat,5.8300e+10, 2.7724e+0, 3.1494e+0, 2.7142e-1, 3.4287e-3
Fat,5.8400e+10, 2.7750e+0, 3.1484e+0, 2.7130e-1, 3.4250e-3
Fat,5.8500e+10, 2.7775e+0, 3.1473e+0, 2.7117e-1, 3.4213e-3
Fat,5.8600e+10, 2.7801e+0, 3.1463e+0, 2.7104e-1, 3.4176e-3
Fat,5.8700e+10, 2.7826e+0, 3.1453e+0, 2.7091e-1, 3.4139e-3
Fat,5.8800e+10, 2.7851e+0, 3.1443e+0, 2.7079e-1, 3.4102e-3
Fat,5.8900e+10, 2.7877e+0, 3.1433e+0, 2.7066e-1, 3.4065e-3
Fat,5.9000e+10, 2.7902e+0, 3.1423e+0, 2.7053e-1, 3.4029e-3
Fat,5.9100e+10, 2.7927e+0, 3.1413e+0, 2.7040e-1, 3.3992e-3
Fat,5.9200e+10, 2.7952e+0, 3.1403e+0, 2.7028e-1, 3.3956e-3
Fat,5.9300e+10, 2.7977e+0, 3.1393e+0, 2.7015e-1, 3.3920e-3
Fat,5.9400e+10, 2.8003e+0, 3.1383e+0, 2.7002e-1, 3.3884e-3
Fat,5.9500e+10, 2.8028e+0, 3.1373e+0, 2.6989e-1, 3.3848e-3
Fat,5.9600e+10, 2.8053e+0, 3.1363e+0, 2.6976e-1, 3.3812e-3
Fat,5.9700e+10, 2.8078e+0, 3.1354e+0, 2.6964e-1, 3.3777e-3
Fat,5.9800e+10, 2.8102e+0, 3.1344e+0, 2.6951e-1, 3.3741e-3
Fat,5.9900e+10, 2.8127e+0, 3.1334e+0, 2.6938e-1, 3.3706e-3
Fat,6.0000e+10, 2.8152e+0, 3.1324e+0, 2.6925e-1, 3.3671e-3
Fat,6.0100e+10, 2.8177e+0, 3.1315e+0, 2.6912e-1, 3.3636e-3
Fat,6.0200e+10, 2.8202e+0, 3.1305e+0, 2.6900e-1, 3.3601e-3
Fat,6.0300e+10, 2.8226e+0, 3.1295e+0, 2.6887e-1, 3.3566e-3
Fat,6.0400e+10, 2.8251e+0, 3.1286e+0, 2.6874e-1, 3.3531e-3
Fat,6.0500e+10, 2.8276e+0, 3.1276e+0, 2.6861e-1, 3.3497e-3
Fat,6.0600e+10, 2.8300e+0, 3.1267e+0, 2.6848e-1, 3.3462e-3
Fat,6.0700e+10, 2.8325e+0, 3.1257e+0, 2.6835e-1, 3.3428e-3
Fat,6.0800e+10, 2.8349e+0, 3.1248e+0, 2.6823e-1, 3.3394e-3
Fat,6.0900e+10, 2.8373e+0, 3.1238e+0, 2.6810e-1, 3.3360e-3
Fat,6.1000e+10, 2.8398e+0, 3.1229e+0, 2.6797e-1, 3.3326e-3
Fat,6.1100e+10, 2.8422e+0, 3.1219e+0, 2.6784e-1, 3.3292e-3
Fat,6.1200e+10, 2.8447e+0, 3.1210e+0, 2.6771e-1, 3.3258e-3
Fat,6.1300e+10, 2.8471e+0, 3.1200e+0, 2.6758e-1, 3.3224e-3
Fat,6.1400e+10, 2.8495e+0, 3.1191e+0, 2.6746e-1, 3.3191e-3
Fat,6.1500e+10, 2.8519e+0, 3.1182e+0, 2.6733e-1, 3.3158e-3
Fat,6.1600e+10, 2.8543e+0, 3.1172e+0, 2.6720e-1, 3.3124e-3
Fat,6.1700e+10, 2.8567e+0, 3.1163e+0, 2.6707e-1, 3.3091e-3
Fat,6.1800e+10, 2.8592e+0, 3.1154e+0, 2.6694e-1, 3.3058e-3
Fat,6.1900e+10, 2.8616e+0, 3.1145e+0, 2.6681e-1, 3.3025e-3
Fat,6.2000e+10, 2.8639e+0, 3.1136e+0, 2.6668e-1, 3.2992e-3
Fat,6.2100e+10, 2.8663e+0, 3.1126e+0, 2.6656e-1, 3.2960e-3
Fat,6.2200e+10, 2.8687e+0, 3.1117e+0, 2.6643e-1, 3.2927e-3
Fat,6.2300e+10, 2.8711e+0, 3.1108e+0, 2.6630e-1, 3.2895e-3
Fat,6.2400e+10, 2.8735e+0, 3.1099e+0, 2.6617e-1, 3.2862e-3
Fat,6.2500e+10, 2.8759e+0, 3.1090e+0, 2.6604e-1, 3.2830e-3
Fat,6.2600e+10, 2.8783e+0, 3.1081e+0, 2.6591e-1, 3.2798e-3
Fat,6.2700e+10, 2.8806e+0, 3.1072e+0, 2.6579e-1, 3.2766e-3
Fat,6.2800e+10, 2.8830e+0, 3.1063e+0, 2.6566e-1, 3.2734e-3
Fat,6.2900e+10, 2.8853e+0, 3.1054e+0, 2.6553e-1, 3.2703e-3
Fat,6.3000e+10, 2.8877e+0, 3.1045e+0, 2.6540e-1, 3.2671e-3
Fat,6.3100e+10, 2.8901e+0, 3.1036e+0, 2.6527e-1, 3.2639e-3
Fat,6.3200e+10, 2.8924e+0, 3.1027e+0, 2.6514e-1, 3.2608e-3
Fat,6.3300e+10, 2.8948e+0, 3.1018e+0, 2.6501e-1, 3.2576e-3
Fat,6.3400e+10, 2.8971e+0, 3.1010e+0, 2.6489e-1, 3.2545e-3
Fat,6.3500e+10, 2.8994e+0, 3.1001e+0, 2.6476e-1, 3.2514e-3
Fat,6.3600e+10, 2.9018e+0, 3.0992e+0, 2.6463e-1, 3.2483e-3
Fat,6.3700e+10, 2.9041e+0, 3.0983e+0, 2.6450e-1, 3.2452e-3
Fat,6.3800e+10, 2.9064e+0, 3.0975e+0, 2.6437e-1, 3.2421e-3
Fat,6.3900e+10, 2.9088e+0, 3.0966e+0, 2.6424e-1, 3.2391e-3
Fat,6.4000e+10, 2.9111e+0, 3.0957e+0, 2.6411e-1, 3.2360e-3
Fat,6.4100e+10, 2.9134e+0, 3.0949e+0, 2.6399e-1, 3.2330e-3
Fat,6.4200e+10, 2.9157e+0, 3.0940e+0, 2.6386e-1, 3.2299e-3
Fat,6.4300e+10, 2.9180e+0, 3.0931e+0, 2.6373e-1, 3.2269e-3
Fat,6.4400e+10, 2.9203e+0, 3.0923e+0, 2.6360e-1, 3.2239e-3
Fat,6.4500e+10, 2.9226e+0, 3.0914e+0, 2.6347e-1, 3.2209e-3
Fat,6.4600e+10, 2.9249e+0, 3.0906e+0, 2.6334e-1, 3.2179e-3
Fat,6.4700e+10, 2.9272e+0, 3.0897e+0, 2.6322e-1, 3.2149e-3
Fat,6.4800e+10, 2.9295e+0, 3.0889e+0, 2.6309e-1, 3.2119e-3
Fat,6.4900e+10, 2.9318e+0, 3.0880e+0, 2.6296e-1, 3.2089e-3
Fat,6.5000e+10, 2.9341e+0, 3.0872e+0, 2.6283e-1, 3.2060e-3
Fat,6.5100e+10, 2.9363e+0, 3.0863e+0, 2.6270e-1, 3.2030e-3
Fat,6.5200e+10, 2.9386e+0, 3.0855e+0, 2.6257e-1, 3.2001e-3
Fat,6.5300e+10, 2.9409e+0, 3.0846e+0, 2.6244e-1, 3.1971e-3
Fat,6.5400e+10, 2.9431e+0, 3.0838e+0, 2.6232e-1, 3.1942e-3
Fat,6.5500e+10, 2.9454e+0, 3.0830e+0, 2.6219e-1, 3.1913e-3
Fat,6.5600e+10, 2.9477e+0, 3.0822e+0, 2.6206e-1, 3.1884e-3
Fat,6.5700e+10, 2.9499e+0, 3.0813e+0, 2.6193e-1, 3.1855e-3
Fat,6.5800e+10, 2.9522e+0, 3.0805e+0, 2.6180e-1, 3.1826e-3
Fat,6.5900e+10, 2.9544e+0, 3.0797e+0, 2.6168e-1, 3.1798e-3
Fat,6.6000e+10, 2.9567e+0, 3.0789e+0, 2.6155e-1, 3.1769e-3
Fat,6.6100e+10, 2.9589e+0, 3.0780e+0, 2.6142e-1, 3.1741e-3
Fat,6.6200e+10, 2.9611e+0, 3.0772e+0, 2.6129e-1, 3.1712e-3
Fat,6.6300e+10, 2.9634e+0, 3.0764e+0, 2.6116e-1, 3.1684e-3
Fat,6.6400e+10, 2.9656e+0, 3.0756e+0, 2.6103e-1, 3.1655e-3
Fat,6.6500e+10, 2.9678e+0, 3.0748e+0, 2.6091e-1, 3.1627e-3
Fat,6.6600e+10, 2.9701e+0, 3.0740e+0, 2.6078e-1, 3.1599e-3
Fat,6.6700e+10, 2.9723e+0, 3.0732e+0, 2.6065e-1, 3.1571e-3
Fat,6.6800e+10, 2.9745e+0, 3.0724e+0, 2.6052e-1, 3.1543e-3
Fat,6.6900e+10, 2.9767e+0, 3.0716e+0, 2.6039e-1, 3.1516e-3
Fat,6.7000e+10, 2.9789e+0, 3.0708e+0, 2.6027e-1, 3.1488e-3
Fat,6.7100e+10, 2.9811e+0, 3.0700e+0, 2.6014e-1, 3.1460e-3
Fat,6.7200e+10, 2.9833e+0, 3.0692e+0, 2.6001e-1, 3.1433e-3
Fat,6.7300e+10, 2.9855e+0, 3.0684e+0, 2.5988e-1, 3.1405e-3
Fat,6.7400e+10, 2.9877e+0, 3.0676e+0, 2.5976e-1, 3.1378e-3
Fat,6.7500e+10, 2.9899e+0, 3.0668e+0, 2.5963e-1, 3.1350e-3
Fat,6.7600e+10, 2.9921e+0, 3.0660e+0, 2.5950e-1, 3.1323e-3
Fat,6.7700e+10, 2.9943e+0, 3.0652e+0, 2.5937e-1, 3.1296e-3
Fat,6.7800e+10, 2.9965e+0, 3.0644e+0, 2.5924e-1, 3.1269e-3
Fat,6.7900e+10, 2.9986e+0, 3.0637e+0, 2.5912e-1, 3.1242e-3
Fat,6.8000e+10, 3.0008e+0, 3.0629e+0, 2.5899e-1, 3.1215e-3
Fat,6.8100e+10, 3.0030e+0, 3.0621e+0, 2.5886e-1, 3.1189e-3
Fat,6.8200e+10, 3.0052e+0, 3.0613e+0, 2.5873e-1, 3.1162e-3
Fat,6.8300e+10, 3.0073e+0, 3.0606e+0, 2.5861e-1, 3.1135e-3
Fat,6.8400e+10, 3.0095e+0, 3.0598e+0, 2.5848e-1, 3.1109e-3
Fat,6.8500e+10, 3.0116e+0, 3.0590e+0, 2.5835e-1, 3.1082e-3
Fat,6.8600e+10, 3.0138e+0, 3.0583e+0, 2.5822e-1, 3.1056e-3
Fat,6.8700e+10, 3.0159e+0, 3.0575e+0, 2.5810e-1, 3.1030e-3
Fat,6.8800e+10, 3.0181e+0, 3.0567e+0, 2.5797e-1, 3.1004e-3
Fat,6.8900e+10, 3.0202e+0, 3.0560e+0, 2.5784e-1, 3.0977e-3
Fat,6.9000e+10, 3.0224e+0, 3.0552e+0, 2.5772e-1, 3.0951e-3
Fat,6.9100e+10, 3.0245e+0, 3.0544e+0, 2.5759e-1, 3.0925e-3
Fat,6.9200e+10, 3.0267e+0, 3.0537e+0, 2.5746e-1, 3.0900e-3
Fat,6.9300e+10, 3.0288e+0, 3.0529e+0, 2.5733e-1, 3.0874e-3
Fat,6.9400e+10, 3.0309e+0, 3.0522e+0, 2.5721e-1, 3.0848e-3
Fat,6.9500e+10, 3.0330e+0, 3.0514e+0, 2.5708e-1, 3.0822e-3
Fat,6.9600e+10, 3.0352e+0, 3.0507e+0, 2.5695e-1, 3.0797e-3
Fat,6.9700e+10, 3.0373e+0, 3.0500e+0, 2.5683e-1, 3.0771e-3
Fat,6.9800e+10, 3.0394e+0, 3.0492e+0, 2.5670e-1, 3.0746e-3
Fat,6.9900e+10, 3.0415e+0, 3.0485e+0, 2.5657e-1, 3.0721e-3
Fat,7.0000e+10, 3.0436e+0, 3.0477e+0, 2.5645e-1, 3.0696e-3
Fat,7.0100e+10, 3.0457e+0, 3.0470e+0, 2.5632e-1, 3.0670e-3
Fat,7.0200e+10, 3.0478e+0, 3.0463e+0, 2.5619e-1, 3.0645e-3
Fat,7.0300e+10, 3.0499e+0, 3.0455e+0, 2.5607e-1, 3.0620e-3
Fat,7.0400e+10, 3.0520e+0, 3.0448e+0, 2.5594e-1, 3.0595e-3
Fat,7.0500e+10, 3.0541e+0, 3.0441e+0, 2.5581e-1, 3.0570e-3
Fat,7.0600e+10, 3.0562e+0, 3.0433e+0, 2.5569e-1, 3.0546e-3
Fat,7.0700e+10, 3.0583e+0, 3.0426e+0, 2.5556e-1, 3.0521e-3
Fat,7.0800e+10, 3.0604e+0, 3.0419e+0, 2.5543e-1, 3.0496e-3
Fat,7.0900e+10, 3.0624e+0, 3.0412e+0, 2.5531e-1, 3.0472e-3
Fat,7.1000e+10, 3.0645e+0, 3.0405e+0, 2.5518e-1, 3.0447e-3
Fat,7.1100e+10, 3.0666e+0, 3.0397e+0, 2.5505e-1, 3.0423e-3
Fat,7.1200e+10, 3.0687e+0, 3.0390e+0, 2.5493e-1, 3.0399e-3
Fat,7.1300e+10, 3.0707e+0, 3.0383e+0, 2.5480e-1, 3.0374e-3
Fat,7.1400e+10, 3.0728e+0, 3.0376e+0, 2.5468e-1, 3.0350e-3
Fat,7.1500e+10, 3.0749e+0, 3.0369e+0, 2.5455e-1, 3.0326e-3
