tissue,frequency,conductivity,permittivity,loss-tangent,penetration-depth
SkinDry,6.5500e+10, 3.7102e+1, 7.4146e+0, 1.3732e+0, 4.5259e-4
SkinDry,6.5600e+10, 3.7113e+1, 7.4055e+0, 1.3733e+0, 4.5218e-4
SkinDry,6.5700e+10, 3.7125e+1, 7.3964e+0, 1.3733e+0, 4.5176e-4
SkinDry,6.5800e+10, 3.7136e+1, 7.3874e+0, 1.3733e+0, 4.5135e-4
SkinDry,6.5900e+10, 3.7147e+1, 7.3784e+0, 1.3733e+0, 4.5094e-4
SkinDry,6.6000e+10, 3.7159e+1, 7.3695e+0, 1.3733e+0, 4.5052e-4
SkinDry,6.6100e+10, 3.7170e+1, 7.3606e+0, 1.3733e+0, 4.5012e-4
SkinDry,6.6200e+10, 3.7181e+1, 7.3517e+0, 1.3733e+0, 4.4971e-4
SkinDry,6.6300e+10, 3.7192e+1, 7.3428e+0, 1.3733e+0, 4.4930e-4
SkinDry,6.6400e+10, 3.7203e+1, 7.3340e+0, 1.3733e+0, 4.4890e-4
SkinDry,6.6500e+10, 3.7214e+1, 7.3252e+0, 1.3732e+0, 4.4850e-4
SkinDry,6.6600e+10, 3.7225e+1, 7.3165e+0, 1.3732e+0, 4.4809e-4
SkinDry,6.6700e+10, 3.7236e+1, 7.3078e+0, 1.3732e+0, 4.4769e-4
SkinDry,6.6800e+10, 3.7247e+1, 7.2991e+0, 1.3732e+0, 4.4729e-4
SkinDry,6.6900e+10, 3.7258e+1, 7.2905e+0, 1.3732e+0, 4.4690e-4
SkinDry,6.7000e+10, 3.7269e+1, 7.2819e+0, 1.3731e+0, 4.4650e-4
SkinDry,6.7100e+10, 3.7280e+1, 7.2733e+0, 1.3731e+0, 4.4611e-4
SkinDry,6.7200e+10, 3.7291e+1, 7.2647e+0, 1.3731e+0, 4.4571e-4
SkinDry,6.7300e+10, 3.7301e+1, 7.2562e+0, 1.3730e+0, 4.4532e-4
SkinDry,6.7400e+10, 3.7312e+1, 7.2478e+0, 1.3730e+0, 4.4493e-4
SkinDry,6.7500e+10, 3.7323e+1, 7.2393e+0, 1.3729e+0, 4.4454e-4
SkinDry,6.7600e+10, 3.7333e+1, 7.2309e+0, 1.3729e+0, 4.4415e-4
SkinDry,6.7700e+10, 3.7344e+1, 7.2225e+0, 1.3729e+0, 4.4377e-4
SkinDry,6.7800e+10, 3.7355e+1, 7.2142e+0, 1.3728e+0, 4.4338e-4
SkinDry,6.7900e+10, 3.7365e+1, 7.2059e+0, 1.3728e+0, 4.4300e-4
SkinDry,6.8000e+10, 3.7376e+1, 7.1976e+0, 1.3727e+0, 4.4262e-4
SkinDry,6.8100e+10, 3.7386e+1, 7.1893e+0, 1.3726e+0, 4.4223e-4
SkinDry,6.8200e+10, 3.7396e+1, 7.1811e+0, 1.3726e+0, 4.4185e-4
SkinDry,6.8300e+10, 3.7407e+1, 7.1729e+0, 1.3725e+0, 4.4148e-4
SkinDry,6.8400e+10, 3.7417e+1, 7.1647e+0, 1.3724e+0, 4.4110e-4
SkinDry,6.8500e+10, 3.7427e+1, 7.1566e+0, 1.3724e+0, 4.4072e-4
SkinDry,6.8600e+10, 3.7438e+1, 7.1485e+0, 1.3723e+0, 4.4035e-4
SkinDry,6.8700e+10, 3.7448e+1, 7.1405e+0, 1.3722e+0, 4.3998e-4
SkinDry,6.8800e+10, 3.7458e+1, 7.1324e+0, 1.3721e+0, 4.3960e-4
SkinDry,6.8900e+10, 3.7468e+1, 7.1244e+0, 1.3721e+0, 4.3923e-4
SkinDry,6.9000e+10, 3.7478e+1, 7.1164e+0, 1.3720e+0, 4.3886e-4
SkinDry,6.9100e+10, 3.7488e+1, 7.1085e+0, 1.3719e+0, 4.3849e-4
SkinDry,6.9200e+10, 3.7498e+1, 7.1006e+0, 1.3718e+0, 4.3813e-4
SkinDry,6.9300e+10, 3.7508e+1, 7.0927e+0, 1.3717e+0, 4.3776e-4
SkinDry,6.9400e+10, 3.7518e+1, 7.0848e+0, 1.3716e+0, 4.3740e-4
SkinDry,6.9500e+10, 3.7528e+1, 7.0770e+0, 1.3715e+0, 4.3703e-4
SkinDry,6.9600e+10, 3.7538e+1, 7.0692e+0, 1.3714e+0, 4.3667e-4
SkinDry,6.9700e+10, 3.7548e+1, 7.0615e+0, 1.3713e+0, 4.3631e-4
SkinDry,6.9800e+10, 3.7558e+1, 7.0537e+0, 1.3712e+0, 4.3595e-4
SkinDry,6.9900e+10, 3.7567e+1, 7.0460e+0, 1.3711e+0, 4.3559e-4
SkinDry,7.0000e+10, 3.7577e+1, 7.0383e+0, 1.3710e+0, 4.3524e-4
SkinDry,7.0100e+10, 3.7587e+1, 7.0307e+0, 1.3709e+0, 4.3488e-4
SkinDry,7.0200e+10, 3.7596e+1, 7.0231e+0, 1.3708e+0, 4.3452e-4
SkinDry,7.0300e+10, 3.7606e+1, 7.0155e+0, 1.3706e+0, 4.3417e-4
SkinDry,7.0400e+10, 3.7616e+1, 7.0079e+0, 1.3705e+0, 4.3382e-4
SkinDry,7.0500e+10, 3.7625e+1, 7.0004e+0, 1.3704e+0, 4.3347e-4
SkinDry,7.0600e+10, 3.7635e+1, 6.9929e+0, 1.3703e+0, 4.3312e-4
SkinDry,7.0700e+10, 3.7644e+1, 6.9854e+0, 1.3702e+0, 4.3277e-4
SkinDry,7.0800e+10, 3.7654e+1, 6.9779e+0, 1.3700e+0, 4.3242e-4
SkinDry,7.0900e+10, 3.7663e+1, 6.9705e+0, 1.3699e+0, 4.3207e-4
SkinDry,7.1000e+10, 3.7672e+1, 6.9631e+0, 1.3698e+0, 4.3173e-4
SkinDry,7.1100e+10, 3.7682e+1, 6.9557e+0, 1.3696e+0, 4.3138e-4
SkinDry,7.1200e+10, 3.7691e+1, 6.9484e+0, 1.3695e+0, 4.3104e-4
SkinDry,7.1300e+10, 3.7700e+1, 6.9411e+0, 1.3693e+0, 4.3070e-4
SkinDry,7.1400e+10, 3.7710e+1, 6.9338e+0, 1.3692e+0, 4.3036e-4
SkinDry,7.1500e+10, 3.7719e+1, 6.9265e+0, 1.3690e+0, 4.3002e-4
SkinDry,7.1600e+10, 3.7728e+1, 6.9193e+0, 1.3689e+0, 4.2968e-4
SkinDry,7.1700e+10, 3.7737e+1, 6.9121e+0, 1.3687e+0, 4.2934e-4
SkinDry,7.1800e+10, 3.7746e+1, 6.9049e+0, 1.3686e+0, 4.2900e-4
SkinDry,7.1900e+10, 3.7755e+1, 6.8977e+0, 1.3684e+0, 4.2867e-4
SkinDry,7.2000e+10, 3.7764e+1, 6.8906e+0, 1.3683e+0, 4.2833e-4
SkinDry,7.2100e+10, 3.7773e+1, 6.8835e+0, 1.3681e+0, 4.2800e-4
SkinDry,7.2200e+10, 3.7782e+1, 6.8764e+0, 1.3680e+0, 4.2767e-4
SkinDry,7.2300e+10, 3.7791e+1, 6.8693e+0, 1.3678e+0, 4.2733e-4
SkinDry,7.2400e+10, 3.7800e+1, 6.8623e+0, 1.3676e+0, 4.2700e-4
SkinDry,7.2500e+10, 3.7809e+1, 6.8553e+0, 1.3675e+0, 4.2668e-4
SkinDry,7.2600e+10, 3.7818e+1, 6.8483e+0, 1.3673e+0, 4.2635e-4
SkinDry,7.2700e+10, 3.7827e+1, 6.8414e+0, 1.3671e+0, 4.2602e-4
SkinDry,7.2800e+10, 3.7836e+1, 6.8345e+0, 1.3669e+0, 4.2569e-4
SkinDry,7.2900e+10, 3.7844e+1, 6.8276e+0, 1.3668e+0, 4.2537e-4
SkinDry,7.3000e+10, 3.7853e+1, 6.8207e+0, 1.3666e+0, 4.2505e-4
SkinDry,7.3100e+10, 3.7862e+1, 6.8138e+0, 1.3664e+0, 4.2472e-4
SkinDry,7.3200e+10, 3.7871e+1, 6.8070e+0, 1.3662e+0, 4.2440e-4
SkinDry,7.3300e+10, 3.7879e+1, 6.8002e+0, 1.3660e+0, 4.2408e-4
SkinDry,7.3400e+10, 3.7888e+1, 6.7934e+0, 1.3658e+0, 4.2376e-4
SkinDry,7.3500e+10, 3.7896e+1, 6.7867e+0, 1.3656e+0, 4.2344e-4
SkinDry,7.3600e+10, 3.7905e+1, 6.7799e+0, 1.3654e+0, 4.2312e-4
SkinDry,7.3700e+10, 3.7914e+1, 6.7732e+0, 1.3652e+0, 4.2281e-4
SkinDry,7.3800e+10, 3.7922e+1, 6.7666e+0, 1.3650e+0, 4.2249e-4
SkinDry,7.3900e+10, 3.7930e+1, 6.7599e+0, 1.3648e+0, 4.2218e-4
SkinDry,7.4000e+10, 3.7939e+1, 6.7533e+0, 1.3646e+0, 4.2186e-4
SkinDry,7.4100e+10, 3.7947e+1, 6.7467e+0, 1.3644e+0, 4.2155e-4
SkinDry,7.4200e+10, 3.7956e+1, 6.7401e+0, 1.3642e+0, 4.2124e-4
SkinDry,7.4300e+10, 3.7964e+1, 6.7335e+0, 1.3640e+0, 4.2093e-4
SkinDry,7.4400e+10, 3.7972e+1, 6.7270e+0, 1.3638e+0, 4.2062e-4
SkinDry,7.4500e+10, 3.7981e+1, 6.7205e+0, 1.3636e+0, 4.2031e-4
SkinDry,7.4600e+10, 3.7989e+1, 6.7140e+0, 1.3634e+0, 4.2000e-4
SkinDry,7.4700e+10, 3.7997e+1, 6.7075e+0, 1.3632e+0, 4.1969e-4
SkinDry,7.4800e+10, 3.8005e+1, 6.7011e+0, 1.3630e+0, 4.1939e-4
SkinDry,7.4900e+10, 3.8014e+1, 6.6946e+0, 1.3627e+0, 4.1908e-4
SkinDry,7.5000e+10, 3.8022e+1, 6.6882e+0, 1.3625e+0, 4.1878e-4
SkinDry,7.5100e+10, 3.8030e+1, 6.6819e+0, 1.3623e+0, 4.1847e-4
SkinDry,7.5200e+10, 3.8038e+1, 6.6755e+0, 1.3621e+0, 4.1817e-4
SkinDry,7.5300e+10, 3.8046e+1, 6.6692e+0, 1.3618e+0, 4.1787e-4
SkinDry,7.5400e+10, 3.8054e+1, 6.6629e+0, 1.3616e+0, 4.1757e-4
SkinDry,7.5500e+10, 3.8062e+1, 6.6566e+0, 1.3614e+0, 4.1727e-4
SkinDry,7.5600e+10, 3.8070e+1, 6.6503e+0, 1.3611e+0, 4.1697e-4
SkinDry,7.5700e+10, 3.8078e+1, 6.6441e+0, 1.3609e+0, 4.1667e-4
SkinDry,7.5800e+10, 3.8086e+1, 6.6378e+0, 1.3607e+0, 4.1638e-4
SkinDry,7.5900e+10, 3.8094e+1, 6.6316e+0, 1.3604e+0, 4.1608e-4
SkinDry,7.6000e+10, 3.8102e+1, 6.6255e+0, 1.3602e+0, 4.1579e-4
SkinDry,7.6100e+10, 3.8110e+1, 6.6193e+0, 1.3599e+0, 4.1549e-4
SkinDry,7.6200e+10, 3.8117e+1, 6.6132e+0, 1.3597e+0, 4.1520e-4
SkinDry,7.6300e+10, 3.8125e+1, 6.6071e+0, 1.3594e+0, 4.1491e-4
SkinDry,7.6400e+10, 3.8133e+1, 6.6010e+0, 1.3592e+0, 4.1462e-4
SkinDry,7.6500e+10, 3.8141e+1, 6.5949e+0, 1.3589e+0, 4.1432e-4
SkinDry,7.6600e+10, 3.8149e+1, 6.5888e+0, 1.3587e+0, 4.1404e-4
SkinDry,7.6700e+10, 3.8156e+1, 6.5828e+0, 1.3584e+0, 4.1375e-4
SkinDry,7.6800e+10, 3.8164e+1, 6.5768e+0, 1.3582e+0, 4.1346e-4
SkinDry,7.6900e+10, 3.8172e+1, 6.5708e+0, 1.3579e+0, 4.1317e-4
SkinDry,7.7000e+10, 3.8179e+1, 6.5649e+0, 1.3577e+0, 4.1289e-4
SkinDry,7.7100e+10, 3.8187e+1, 6.5589e+0, 1.3574e+0, 4.1260e-4
SkinDry,7.7200e+10, 3.8194e+1, 6.5530e+0, 1.3571e+0, 4.1232e-4
SkinDry,7.7300e+10, 3.8202e+1, 6.5471e+0, 1.3569e+0, 4.1203e-4
SkinDry,7.7400e+10, 3.8209e+1, 6.5412e+0, 1.3566e+0, 4.1175e-4
SkinDry,7.7500e+10, 3.8217e+1, 6.5353e+0, 1.3563e+0, 4.1147e-4
SkinDry,7.7600e+10, 3.8224e+1, 6.5295e+0, 1.3561e+0, 4.1119e-4
SkinDry,7.7700e+10, 3.8232e+1, 6.5237e+0, 1.3558e+0, 4.1091e-4
SkinDry,7.7800e+10, 3.8239e+1, 6.5179e+0, 1.3555e+0, 4.1063e-4
SkinDry,7.7900e+10, 3.8247e+1, 6.5121e+0, 1.3552e+0, 4.1035e-4
SkinDry,7.8000e+10, 3.8254e+1, 6.5063e+0, 1.3550e+0, 4.1007e-4
SkinDry,7.8100e+10, 3.8261e+1, 6.5006e+0, 1.3547e+0, 4.0979e-4
SkinDry,7.8200e+10, 3.8269e+1, 6.4949e+0, 1.3544e+0, 4.0952e-4
SkinDry,7.8300e+10, 3.8276e+1, 6.4891e+0, 1.3541e+0, 4.0924e-4
SkinDry,7.8400e+10, 3.8283e+1, 6.4835e+0, 1.3538e+0, 4.0897e-4
SkinDry,7.8500e+10, 3.8291e+1, 6.4778e+0, 1.3536e+0, 4.0869e-4
SkinDry,7.8600e+10, 3.8298e+1, 6.4722e+0, 1.3533e+0, 4.0842e-4
SkinDry,7.8700e+10, 3.8305e+1, 6.4665e+0, 1.3530e+0, 4.0815e-4
SkinDry,7.8800e+10, 3.8312e+1, 6.4609e+0, 1.3527e+0, 4.0788e-4
SkinDry,7.8900e+10, 3.8319e+1, 6.4553e+0, 1.3524e+0, 4.0761e-4
SkinDry,7.9000e+10, 3.8326e+1, 6.4498e+0, 1.3521e+0, 4.0734e-4
SkinDry,7.9100e+10, 3.8334e+1, 6.4442e+0, 1.3518e+0, 4.0707e-4
SkinDry,7.9200e+10, 3.8341e+1, 6.4387e+0, 1.3515e+0, 4.0680e-4
SkinDry,7.9300e+10, 3.8348e+1, 6.4332e+0, 1.3512e+0, 4.0653e-4
SkinDry,7.9400e+10, 3.8355e+1, 6.4277e+0, 1.3509e+0, 4.0627e-4
SkinDry,7.9500e+10, 3.8362e+1, 6.4222e+0, 1.3506e+0, 4.0600e-4
SkinDry,7.9600e+10, 3.8369e+1, 6.4167e+0, 1.3503e+0, 4.0574e-4
SkinDry,7.9700e+10, 3.8376e+1, 6.4113e+0, 1.3500e+0, 4.0547e-4
SkinDry,7.9800e+10, 3.8383e+1, 6.4059e+0, 1.3497e+0, 4.0521e-4
SkinDry,7.9900e+10, 3.8390e+1, 6.4005e+0, 1.3494e+0, 4.0495e-4
SkinDry,8.0000e+10, 3.8397e+1, 6.3951e+0, 1.3491e+0, 4.0468e-4
SkinDry,8.0100e+10, 3.8403e+1, 6.3897e+0, 1.3488e+0, 4.0442e-4
SkinDry,8.0200e+10, 3.8410e+1, 6.3844e+0, 1.3485e+0, 4.0416e-4
SkinDry,8.0300e+10, 3.8417e+1, 6.3791e+0, 1.3481e+0, 4.0390e-4
SkinDry,8.0400e+10, 3.8424e+1, 6.3737e+0, 1.3478e+0, 4.0364e-4
SkinDry,8.0500e+10, 3.8431e+1, 6.3684e+0, 1.3475e+0, 4.0339e-4
SkinDry,8.0600e+10, 3.8438e+1, 6.3632e+0, 1.3472e+0, 4.0313e-4
SkinDry,8.0700e+10, 3.8444e+1, 6.3579e+0, 1.3469e+0, 4.0287e-4
SkinDry,8.0800e+10, 3.8451e+1, 6.3527e+0, 1.3465e+0, 4.0261e-4
SkinDry,8.0900e+10, 3.8458e+1, 6.3474e+0, 1.3462e+0, 4.0236e-4
SkinDry,8.1000e+10, 3.8464e+1, 6.3422e+0, 1.3459e+0, 4.0211e-4
SkinDry,8.1100e+10, 3.8471e+1, 6.3370e+0, 1.3456e+0, 4.0185e-4
SkinDry,8.1200e+10, 3.8478e+1, 6.3319e+0, 1.3452e+0, 4.0160e-4
SkinDry,8.1300e+10, 3.8484e+1, 6.3267e+0, 1.3449e+0, 4.0135e-4
SkinDry,8.1400e+10, 3.8491e+1, 6.3216e+0, 1.3446e+0, 4.0109e-4
SkinDry,8.1500e+10, 3.8498e+1, 6.3165e+0, 1.3443e+0, 4.0084e-4
SkinDry,8.1600e+10, 3.8504e+1, 6.3114e+0, 1.3439e+0, 4.0059e-4
SkinDry,8.1700e+10, 3.8511e+1, 6.3063e+0, 1.3436e+0, 4.0034e-4
SkinDry,8.1800e+10, 3.8517e+1, 6.3012e+0, 1.3433e+0, 4.0009e-4
SkinDry,8.1900e+10, 3.8524e+1, 6.2962e+0, 1.3429e+0, 3.9985e-4
SkinDry,8.2000e+10, 3.8530e+1, 6.2911e+0, 1.3426e+0, 3.9960e-4
SkinDry,8.2100e+10, 3.8537e+1, 6.2861e+0, 1.3422e+0, 3.9935e-4
SkinDry,8.2200e+10, 3.8543e+1, 6.2811e+0, 1.3419e+0, 3.9911e-4
SkinDry,8.2300e+10, 3.8550e+1, 6.2761e+0, 1.3416e+0, 3.9886e-4
SkinDry,8.2400e+10, 3.8556e+1, 6.2711e+0, 1.3412e+0, 3.9862e-4
SkinDry,8.2500e+10, 3.8562e+1, 6.2662e+0, 1.3409e+0, 3.9837e-4
SkinDry,8.2600e+10, 3.8569e+1, 6.2612e+0, 1.3405e+0, 3.9813e-4
SkinDry,8.2700e+10, 3.8575e+1, 6.2563e+0, 1.3402e+0, 3.9789e-4
SkinDry,8.2800e+10, 3.8581e+1, 6.2514e+0, 1.3398e+0, 3.9764e-4
SkinDry,8.2900e+10, 3.8588e+1, 6.2465e+0, 1.3395e+0, 3.9740e-4
SkinDry,8.3000e+10, 3.8594e+1, 6.2417e+0, 1.3391e+0, 3.9716e-4
SkinDry,8.3100e+10, 3.8600e+1, 6.2368e+0, 1.3388e+0, 3.9692e-4
SkinDry,8.3200e+10, 3.8606e+1, 6.2320e+0, 1.3384e+0, 3.9668e-4
SkinDry,8.3300e+10, 3.8613e+1, 6.2271e+0, 1.3381e+0, 3.9644e-4
SkinDry,8.3400e+10, 3.8619e+1, 6.2223e+0, 1.3377e+0, 3.9621e-4
SkinDry,8.3500e+10, 3.8625e+1, 6.2175e+0, 1.3374e+0, 3.9597e-4
SkinDry,8.3600e+10, 3.8631e+1, 6.2127e+0, 1.3370e+0, 3.9573e-4
SkinDry,8.3700e+10, 3.8637e+1, 6.2080e+0, 1.3366e+0, 3.9550e-4
SkinDry,8.3800e+10, 3.8643e+1, 6.2032e+0, 1.3363e+0, 3.9526e-4
SkinDry,8.3900e+10, 3.8650e+1, 6.1985e+0, 1.3359e+0, 3.9503e-4
SkinDry,8.4000e+10, 3.8656e+1, 6.1938e+0, 1.3355e+0, 3.9479e-4
SkinDry,8.4100e+10, 3.8662e+1, 6.1891e+0, 1.3352e+0, 3.9456e-4
SkinDry,8.4200e+10, 3.8668e+1, 6.1844e+0, 1.3348e+0, 3.9433e-4
SkinDry,8.4300e+10, 3.8674e+1, 6.1797e+0, 1.3344e+0, 3.9409e-4
SkinDry,8.4400e+10, 3.8680e+1, 6.1751e+0, 1.3341e+0, 3.9386e-4
SkinDry,8.4500e+10, 3.8686e+1, 6.1704e+0, 1.3337e+0, 3.9363e-4
SkinDry,8.4600e+10, 3.8692e+1, 6.1658e+0, 1.3333e+0, 3.9340e-4
SkinDry,8.4700e+10, 3.8698e+1, 6.1612e+0, 1.3330e+0, 3.9317e-4
SkinDry,8.4800e+10, 3.8704e+1, 6.1566e+0, 1.3326e+0, 3.9294e-4
SkinDry,8.4900e+10, 3.8710e+1, 6.1520e+0, 1.3322e+0, 3.9271e-4
SkinDry,8.5000e+10, 3.8716e+1, 6.1474e+0, 1.3318e+0, 3.9249e-4
SkinDry,8.5100e+10, 3.8721e+1, 6.1429e+0, 1.3315e+0, 3.9226e-4
SkinDry,8.5200e+10, 3.8727e+1, 6.1383e+0, 1.3311e+0, 3.9203e-4
SkinDry,8.5300e+10, 3.8733e+1, 6.1338e+0, 1.3307e+0, 3.9181e-4
SkinDry,8.5400e+10, 3.8739e+1, 6.1293e+0, 1.3303e+0, 3.9158e-4
SkinDry,8.5500e+10, 3.8745e+1, 6.1248e+0, 1.3300e+0, 3.9136e-4
SkinDry,8.5600e+10, 3.8751e+1, 6.1203e+0, 1.3296e+0, 3.9113e-4
SkinDry,8.5700e+10, 3.8756e+1, 6.1159e+0, 1.3292e+0, 3.9091e-4
SkinDry,8.5800e+10, 3.8762e+1, 6.1114e+0, 1.3288e+0, 3.9069e-4
SkinDry,8.5900e+10, 3.8768e+1, 6.1070e+0, 1.3284e+0, 3.9046e-4
SkinDry,8.6000e+10, 3.8774e+1, 6.1025e+0, 1.3280e+0, 3.9024e-4
SkinDry,8.6100e+10, 3.8779e+1, 6.0981e+0, 1.3276e+0, 3.9002e-4
SkinDry,8.6200e+10, 3.8785e+1, 6.0937e+0, 1.3273e+0, 3.8980e-4
SkinDry,8.6300e+10, 3.8791e+1, 6.0893e+0, 1.3269e+0, 3.8958e-4
SkinDry,8.6400e+10, 3.8796e+1, 6.0850e+0, 1.3265e+0, 3.8936e-4
SkinDry,8.6500e+10, 3.8802e+1, 6.0806e+0, 1.3261e+0, 3.8914e-4
SkinDry,8.6600e+10, 3.8808e+1, 6.0763e+0, 1.3257e+0, 3.8892e-4
SkinDry,8.6700e+10, 3.8813e+1, 6.0720e+0, 1.3253e+0, 3.8871e-4
SkinDry,8.6800e+10, 3.8819e+1, 6.0676e+0, 1.3249e+0, 3.8849e-4
SkinDry,8.6900e+10, 3.8824e+1, 6.0633e+0, 1.3245e+0, 3.8827e-4
SkinDry,8.7000e+10, 3.8830e+1, 6.0590e+0, 1.3241e+0, 3.8806e-4
SkinDry,8.7100e+10, 3.8836e+1, 6.0548e+0, 1.3237e+0, 3.8784e-4
SkinDry,8.7200e+10, 3.8841e+1, 6.0505e+0, 1.3233e+0, 3.8763e-4
SkinDry,8.7300e+10, 3.8847e+1, 6.0463e+0, 1.3229e+0, 3.8741e-4
SkinDry,8.7400e+10, 3.8852e+1, 6.0420e+0, 1.3225e+0, 3.8720e-4
SkinDry,8.7500e+10, 3.8858e+1, 6.0378e+0, 1.3221e+0, 3.8698e-4
SkinDry,8.7600e+10, 3.8863e+1, 6.0336e+0, 1.3217e+0, 3.8677e-4
SkinDry,8.7700e+10, 3.8868e+1, 6.0294e+0, 1.3213e+0, 3.8656e-4
SkinDry,8.7800e+10, 3.8874e+1, 6.0252e+0, 1.3209e+0, 3.8635e-4
SkinDry,8.7900e+10, 3.8879e+1, 6.0211e+0, 1.3205e+0, 3.8614e-4
SkinDry,8.8000e+10, 3.8885e+1, 6.0169e+0, 1.3201e+0, 3.8593e-4
SkinDry,8.8100e+10, 3.8890e+1, 6.0128e+0, 1.3197e+0, 3.8572e-4
SkinDry,8.8200e+10, 3.8895e+1, 6.0086e+0, 1.3193e+0, 3.8551e-4
SkinDry,8.8300e+10, 3.8901e+1, 6.0045e+0, 1.3189e+0, 3.8530e-4
SkinDry,8.8400e+10, 3.8906e+1, 6.0004e+0, 1.3185e+0, 3.8509e-4
SkinDry,8.8500e+10, 3.8911e+1, 5.9963e+0, 1.3180e+0, 3.8488e-4
SkinDry,8.8600e+10, 3.8917e+1, 5.9922e+0, 1.3176e+0, 3.8468e-4
SkinDry,8.8700e+10, 3.8922e+1, 5.9882e+0, 1.3172e+0, 3.8447e-4
SkinDry,8.8800e+10, 3.8927e+1, 5.9841e+0, 1.3168e+0, 3.8426e-4
SkinDry,8.8900e+10, 3.8933e+1, 5.9801e+0, 1.3164e+0, 3.8406e-4
SkinDry,8.9000e+10, 3.8938e+1, 5.9761e+0, 1.3160e+0, 3.8385e-4
SkinDry,8.9100e+10, 3.8943e+1, 5.9720e+0, 1.3156e+0, 3.8365e-4
SkinDry,8.9200e+10, 3.8948e+1, 5.9680e+0, 1.3151e+0, 3.8344e-4
SkinDry,8.9300e+10, 3.8953e+1, 5.9640e+0, 1.3147e+0, 3.8324e-4
SkinDry,8.9400e+10, 3.8959e+1, 5.9601e+0, 1.3143e+0, 3.8304e-4
SkinDry,8.9500e+10, 3.8964e+1, 5.9561e+0, 1.3139e+0, 3.8284e-4
SkinDry,8.9600e+10, 3.8969e+1, 5.9521e+0, 1.3135e+0, 3.8263e-4
SkinDry,8.9700e+10, 3.8974e+1, 5.9482e+0, 1.3130e+0, 3.8243e-4
SkinDry,8.9800e+10, 3.8979e+1, 5.9443e+0, 1.3126e+0, 3.8223e-4
SkinDry,8.9900e+10, 3.8984e+1, 5.9403e+0, 1.3122e+0, 3.8203e-4
SkinDry,9.0000e+10, 3.8989e+1, 5.9364e+0, 1.3118e+0, 3.8183e-4
Fat,1.0000e+10, 5.8521e-1, 4.6023e+0, 2.2857e-1, 1.9586e-2
Fat,1.0100e+10, 5.9236e-1, 4.5947e+0, 2.2945e-1, 1.9334e-2
Fat,1.0200e+10, 5.9952e-1, 4.5871e+0, 2.3033e-1, 1.9089e-2
Fat,1.0300e+10, 6.0667e-1, 4.5796e+0, 2.3119e-1, 1.8849e-2
Fat,1.0400e+10, 6.1382e-1, 4.5721e+0, 2.3205e-1, 1.8615e-2
Fat,1.0500e+10, 6.2097e-1, 4.5646e+0, 2.3289e-1, 1.8387e-2
Fat,1.0600e+10, 6.2812e-1, 4.5572e+0, 2.3373e-1, 1.8164e-2
Fat,1.0700e+10, 6.3527e-1, 4.5498e+0, 2.3456e-1, 1.7946e-2
Fat,1.0800e+10, 6.4241e-1, 4.5424e+0, 2.3539e-1, 1.7732e-2
Fat,1.0900e+10, 6.4956e-1, 4.5351e+0, 2.3620e-1, 1.7524e-2
Fat,1.1000e+10, 6.5669e-1, 4.5278e+0, 2.3701e-1, 1.7320e-2
Fat,1.1100e+10, 6.6383e-1, 4.5206e+0, 2.3780e-1, 1.7121e-2
Fat,1.1200e+10, 6.7096e-1, 4.5134e+0, 2.3859e-1, 1.6927e-2
Fat,1.1300e+10, 6.7809e-1, 4.5062e+0, 2.3937e-1, 1.6736e-2
Fat,1.1400e+10, 6.8521e-1, 4.4991e+0, 2.4015e-1, 1.6550e-2
Fat,1.1500e+10, 6.9233e-1, 4.4920e+0, 2.4091e-1, 1.6367e-2
Fat,1.1600e+10, 6.9944e-1, 4.4849e+0, 2.4167e-1, 1.6189e-2
Fat,1.1700e+10, 7.0655e-1, 4.4779e+0, 2.4242e-1, 1.6014e-2
Fat,1.1800e+10, 7.1365e-1, 4.4709e+0, 2.4316e-1, 1.5843e-2
Fat,1.1900e+10, 7.2074e-1, 4.4639e+0, 2.4389e-1, 1.5676e-2
Fat,1.2000e+10, 7.2783e-1, 4.4570e+0, 2.4462e-1, 1.5512e-2
Fat,1.2100e+10, 7.3491e-1, 4.4501e+0, 2.4534e-1, 1.5351e-2
Fat,1.2200e+10, 7.4198e-1, 4.4432e+0, 2.4605e-1, 1.5194e-2
Fat,1.2300e+10, 7.4905e-1, 4.4364e+0, 2.4675e-1, 1.5039e-2
Fat,1.2400e+10, 7.5611e-1, 4.4296e+0, 2.4745e-1, 1.4888e-2
Fat,1.2500e+10, 7.6316e-1, 4.4229e+0, 2.4813e-1, 1.4740e-2
Fat,1.2600e+10, 7.7020e-1, 4.4161e+0, 2.4881e-1, 1.4595e-2
Fat,1.2700e+10, 7.7724e-1, 4.4094e+0, 2.4949e-1, 1.4452e-2
Fat,1.2800e+10, 7.8427e-1, 4.4028e+0, 2.5015e-1, 1.4312e-2
Fat,1.2900e+10, 7.9128e-1, 4.3962e+0, 2.5081e-1, 1.4175e-2
Fat,1.3000e+10, 7.9829e-1, 4.3896e+0, 2.5146e-1, 1.4041e-2
Fat,1.3100e+10, 8.0529e-1, 4.3830e+0, 2.5211e-1, 1.3909e-2
Fat,1.3200e+10, 8.1228e-1, 4.3765e+0, 2.5275e-1, 1.3780e-2
Fat,1.3300e+10, 8.1926e-1, 4.3700e+0, 2.5338e-1, 1.3653e-2
